;;;;;Recepcion;;;;;Balanza;;;;;Darsena 1;;;;Darsena 2
Evento;Camion;Dia;Reloj;Tiempo prox llegada;Estado;Camion;Prox fin atencion;Cola;Estado;Camion;Prox fin atencion;Cola;Estado;Camion;Prox fin atencion;Estado;Camion;Prox fin atencion;Cola
Llega camion;2692;25;7hs 32min 34s;0hs 7min 22s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2687;0hs 9min 57s;Ocupado;2686;0hs 11min 13s;4
Fin atencion Recepcion;2692;25;7hs 38min 37s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2687;0hs 3min 54s;Ocupado;2686;0hs 5min 10s;4
Llega camion;2693;25;7hs 39min 57s;0hs 7min 35s;Libre; - ;0hs 0min 0s;1;Ocupado;2692;0hs 4min 7s;0;Ocupado;2687;0hs 2min 34s;Ocupado;2686;0hs 3min 50s;4
Fin atencion Balanza;2692;25;7hs 44min 4s;0hs 0min 0s;Ocupado;2693;0hs 1min 12s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2689;0hs 16min 39s;Ocupado;2688;0hs 14min 52s;3
Fin atencion Recepcion;2693;25;7hs 45min 17s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2689;0hs 15min 26s;Ocupado;2688;0hs 13min 39s;3
Llega camion;2694;25;7hs 47min 33s;0hs 7min 22s;Libre; - ;0hs 0min 0s;1;Ocupado;2693;0hs 3min 58s;0;Ocupado;2689;0hs 13min 10s;Ocupado;2688;0hs 11min 23s;3
Fin atencion Balanza;2693;25;7hs 51min 31s;0hs 0min 0s;Ocupado;2694;0hs 1min 1s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2689;0hs 9min 12s;Ocupado;2688;0hs 7min 25s;4
Fin atencion Recepcion;2694;25;7hs 52min 33s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2689;0hs 8min 10s;Ocupado;2688;0hs 6min 23s;5
Llega camion;2695;25;7hs 54min 56s;0hs 7min 10s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2689;0hs 5min 47s;Ocupado;2688;0hs 4min 0s;5
Fin atencion Recepcion;2695;25;8hs 0min 17s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2689;0hs 0min 26s;Ocupado;2690;0hs 18min 24s;4
Llega camion;2696;25;8hs 2min 7s;0hs 7min 40s;Libre; - ;0hs 0min 0s;1;Ocupado;2695;0hs 3min 31s;0;Ocupado;2691;0hs 26min 39s;Ocupado;2690;0hs 16min 34s;3
Fin atencion Balanza;2695;25;8hs 5min 38s;0hs 0min 0s;Ocupado;2696;0hs 1min 51s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2691;0hs 23min 8s;Ocupado;2690;0hs 13min 3s;4
Fin atencion Recepcion;2696;25;8hs 7min 30s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2691;0hs 21min 16s;Ocupado;2690;0hs 11min 11s;4
Llega camion;2697;25;8hs 9min 48s;0hs 7min 25s;Libre; - ;0hs 0min 0s;1;Ocupado;2696;0hs 3min 37s;0;Ocupado;2691;0hs 18min 58s;Ocupado;2690;0hs 8min 53s;4
Fin atencion Recepcion;2697;25;8hs 12min 57s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;2696;0hs 0min 28s;0;Ocupado;2691;0hs 15min 49s;Ocupado;2690;0hs 5min 44s;5
Fin atencion Balanza;2696;25;8hs 13min 25s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2691;0hs 15min 21s;Ocupado;2690;0hs 5min 16s;6
Llega camion;2698;25;8hs 17min 14s;0hs 7min 56s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2691;0hs 11min 32s;Ocupado;2690;0hs 1min 27s;6
Fin atencion Recepcion;2698;25;8hs 23min 13s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2691;0hs 5min 33s;Ocupado;2692;0hs 11min 0s;6
Llega camion;2699;25;8hs 25min 11s;0hs 7min 5s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2691;0hs 3min 35s;Ocupado;2692;0hs 9min 2s;6
Fin atencion Recepcion;2699;25;8hs 28min 12s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2691;0hs 0min 34s;Ocupado;2692;0hs 6min 1s;7
Llega camion;2700;25;8hs 32min 17s;0hs 7min 54s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2693;0hs 14min 16s;Ocupado;2692;0hs 1min 56s;6
Fin atencion Recepcion;2700;25;8hs 38min 32s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2693;0hs 8min 1s;Ocupado;2694;0hs 12min 4s;5
Llega camion;2701;25;8hs 40min 12s;0hs 7min 53s;Libre; - ;0hs 0min 0s;1;Ocupado;2700;0hs 3min 48s;0;Ocupado;2693;0hs 6min 21s;Ocupado;2694;0hs 10min 24s;5
Fin atencion Balanza;2700;25;8hs 44min 0s;0hs 0min 0s;Ocupado;2701;0hs 0min 54s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2693;0hs 2min 33s;Ocupado;2694;0hs 6min 36s;6
Fin atencion Recepcion;2701;25;8hs 44min 55s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2693;0hs 1min 38s;Ocupado;2694;0hs 5min 41s;7
Llega camion;2702;25;8hs 48min 6s;0hs 7min 24s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2695;0hs 16min 43s;Ocupado;2694;0hs 2min 30s;6
Fin atencion Recepcion;2702;25;8hs 52min 15s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2695;0hs 12min 34s;Ocupado;2697;0hs 15min 5s;6
Llega camion;2703;25;8hs 55min 31s;0hs 7min 23s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2695;0hs 9min 18s;Ocupado;2697;0hs 11min 49s;6
Fin atencion Recepcion;2703;25;9hs 0min 32s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2695;0hs 4min 17s;Ocupado;2697;0hs 6min 48s;6
Llega camion;2704;25;9hs 2min 55s;0hs 7min 40s;Libre; - ;0hs 0min 0s;1;Ocupado;2703;0hs 2min 59s;0;Ocupado;2695;0hs 1min 54s;Ocupado;2697;0hs 4min 25s;6
Fin atencion Balanza;2703;25;9hs 5min 54s;0hs 0min 0s;Ocupado;2704;0hs 0min 36s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2696;0hs 15min 36s;Ocupado;2697;0hs 1min 26s;6
Fin atencion Recepcion;2704;25;9hs 6min 31s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2696;0hs 14min 59s;Ocupado;2697;0hs 0min 49s;7
Llega camion;2705;25;9hs 10min 36s;0hs 7min 8s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2696;0hs 10min 54s;Ocupado;2698;0hs 15min 7s;6
Fin atencion Recepcion;2705;25;9hs 17min 25s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2696;0hs 4min 5s;Ocupado;2698;0hs 8min 18s;7
Llega camion;2706;25;9hs 17min 45s;0hs 7min 40s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2696;0hs 3min 45s;Ocupado;2698;0hs 7min 58s;7
Fin atencion Recepcion;2706;25;9hs 23min 12s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2699;0hs 17min 17s;Ocupado;2698;0hs 2min 31s;7
Llega camion;2707;25;9hs 25min 26s;0hs 7min 31s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2699;0hs 15min 3s;Ocupado;2698;0hs 0min 17s;7
Fin atencion Recepcion;2707;25;9hs 31min 27s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2699;0hs 9min 2s;Ocupado;2700;0hs 12min 26s;6
Llega camion;2708;25;9hs 32min 58s;0hs 7min 14s;Libre; - ;0hs 0min 0s;1;Ocupado;2707;0hs 3min 43s;0;Ocupado;2699;0hs 7min 31s;Ocupado;2700;0hs 10min 55s;6
Fin atencion Balanza;2707;25;9hs 36min 41s;0hs 0min 0s;Ocupado;2708;0hs 0min 58s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2699;0hs 3min 48s;Ocupado;2700;0hs 7min 12s;7
Fin atencion Recepcion;2708;25;9hs 37min 40s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2699;0hs 2min 49s;Ocupado;2700;0hs 6min 13s;8
Llega camion;2709;25;9hs 40min 13s;0hs 7min 26s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2699;0hs 0min 16s;Ocupado;2700;0hs 3min 40s;8
Fin atencion Recepcion;2709;25;9hs 47min 2s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2701;0hs 10min 13s;Ocupado;2702;0hs 13min 51s;7
Llega camion;2710;25;9hs 47min 40s;0hs 7min 18s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2701;0hs 9min 35s;Ocupado;2702;0hs 13min 13s;7
Fin atencion Recepcion;2710;25;9hs 50min 54s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2701;0hs 6min 21s;Ocupado;2702;0hs 9min 59s;7
Llega camion;2711;25;9hs 54min 59s;0hs 7min 27s;Libre; - ;0hs 0min 0s;1;Ocupado;2710;0hs 1min 49s;0;Ocupado;2701;0hs 2min 16s;Ocupado;2702;0hs 5min 54s;7
Fin atencion Balanza;2710;25;9hs 56min 48s;0hs 0min 0s;Ocupado;2711;0hs 1min 28s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2701;0hs 0min 27s;Ocupado;2702;0hs 4min 5s;8
Fin atencion Recepcion;2711;25;9hs 58min 17s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2703;0hs 18min 0s;Ocupado;2702;0hs 2min 36s;7
Llega camion;2712;25;10hs 2min 27s;0hs 7min 53s;Libre; - ;0hs 0min 0s;1;Ocupado;2711;0hs 2min 8s;0;Ocupado;2703;0hs 13min 50s;Ocupado;2704;0hs 15min 44s;6
Fin atencion Balanza;2711;25;10hs 4min 35s;0hs 0min 0s;Ocupado;2712;0hs 4min 37s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2703;0hs 11min 42s;Ocupado;2704;0hs 13min 36s;7
Fin atencion Recepcion;2712;25;10hs 9min 13s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2703;0hs 7min 4s;Ocupado;2704;0hs 8min 58s;8
Llega camion;2713;25;10hs 10min 21s;0hs 7min 8s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2703;0hs 5min 56s;Ocupado;2704;0hs 7min 50s;8
Fin atencion Recepcion;2713;25;10hs 14min 57s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2703;0hs 1min 20s;Ocupado;2704;0hs 3min 14s;8
Llega camion;2714;25;10hs 17min 30s;0hs 7min 28s;Libre; - ;0hs 0min 0s;1;Ocupado;2713;0hs 3min 5s;0;Ocupado;2705;0hs 14min 19s;Ocupado;2704;0hs 0min 41s;7
Fin atencion Balanza;2713;25;10hs 20min 35s;0hs 0min 0s;Ocupado;2714;0hs 2min 9s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2705;0hs 11min 14s;Ocupado;2706;0hs 17min 1s;7
Fin atencion Recepcion;2714;25;10hs 22min 45s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2705;0hs 9min 4s;Ocupado;2706;0hs 14min 51s;7
Llega camion;2715;25;10hs 24min 59s;0hs 7min 36s;Libre; - ;0hs 0min 0s;1;Ocupado;2714;0hs 2min 47s;0;Ocupado;2705;0hs 6min 50s;Ocupado;2706;0hs 12min 37s;7
Fin atencion Balanza;2714;25;10hs 27min 46s;0hs 0min 0s;Ocupado;2715;0hs 3min 30s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2705;0hs 4min 3s;Ocupado;2706;0hs 9min 50s;8
Fin atencion Recepcion;2715;25;10hs 31min 17s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2705;0hs 0min 32s;Ocupado;2706;0hs 6min 19s;9
Llega camion;2716;25;10hs 32min 36s;0hs 7min 48s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2707;0hs 18min 24s;Ocupado;2706;0hs 5min 0s;8
Fin atencion Recepcion;2716;25;10hs 39min 6s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2707;0hs 11min 54s;Ocupado;2708;0hs 27min 50s;8
Llega camion;2717;25;10hs 40min 25s;0hs 7min 32s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2707;0hs 10min 35s;Ocupado;2708;0hs 26min 31s;8
Fin atencion Recepcion;2717;25;10hs 45min 0s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2707;0hs 6min 0s;Ocupado;2708;0hs 21min 56s;8
Llega camion;2718;25;10hs 47min 58s;0hs 7min 10s;Libre; - ;0hs 0min 0s;1;Ocupado;2717;0hs 3min 27s;0;Ocupado;2707;0hs 3min 2s;Ocupado;2708;0hs 18min 58s;8
Fin atencion Balanza;2717;25;10hs 51min 25s;0hs 0min 0s;Ocupado;2718;0hs 1min 43s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2709;0hs 19min 35s;Ocupado;2708;0hs 15min 31s;8
Fin atencion Recepcion;2718;25;10hs 53min 9s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2709;0hs 17min 51s;Ocupado;2708;0hs 13min 47s;9
Llega camion;2719;25;10hs 55min 9s;0hs 7min 52s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2709;0hs 15min 51s;Ocupado;2708;0hs 11min 47s;9
Fin atencion Recepcion;2719;25;11hs 0min 38s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2709;0hs 10min 22s;Ocupado;2708;0hs 6min 18s;9
Llega camion;2720;25;11hs 3min 2s;0hs 7min 50s;Libre; - ;0hs 0min 0s;1;Ocupado;2719;0hs 3min 42s;0;Ocupado;2709;0hs 7min 58s;Ocupado;2708;0hs 3min 54s;9
Fin atencion Balanza;2719;25;11hs 6min 44s;0hs 0min 0s;Ocupado;2720;0hs 0min 28s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2709;0hs 4min 16s;Ocupado;2708;0hs 0min 12s;10
Fin atencion Recepcion;2720;25;11hs 7min 13s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2709;0hs 3min 47s;Ocupado;2710;0hs 19min 10s;9
Llega camion;2721;25;11hs 10min 53s;0hs 7min 56s;Libre; - ;0hs 0min 0s;1;Ocupado;2720;0hs 2min 30s;0;Ocupado;2709;0hs 0min 7s;Ocupado;2710;0hs 15min 30s;9
Fin atencion Balanza;2720;25;11hs 13min 23s;0hs 0min 0s;Ocupado;2721;0hs 2min 4s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2711;0hs 16min 27s;Ocupado;2710;0hs 13min 0s;9
Fin atencion Recepcion;2721;25;11hs 15min 28s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2711;0hs 14min 22s;Ocupado;2710;0hs 10min 55s;9
Llega camion;2722;25;11hs 18min 50s;0hs 7min 6s;Libre; - ;0hs 0min 0s;1;Ocupado;2721;0hs 3min 15s;0;Ocupado;2711;0hs 11min 0s;Ocupado;2710;0hs 7min 33s;9
Fin atencion Balanza;2721;25;11hs 22min 5s;0hs 0min 0s;Ocupado;2722;0hs 3min 31s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2711;0hs 7min 45s;Ocupado;2710;0hs 4min 18s;10
Fin atencion Recepcion;2722;25;11hs 25min 37s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2711;0hs 4min 13s;Ocupado;2710;0hs 0min 46s;11
Llega camion;2723;25;11hs 25min 57s;0hs 7min 23s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2711;0hs 3min 53s;Ocupado;2710;0hs 0min 26s;11
Fin atencion Recepcion;2723;25;11hs 29min 48s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2711;0hs 0min 2s;Ocupado;2712;0hs 15min 36s;10
Llega camion;2724;25;11hs 33min 21s;0hs 7min 6s;Libre; - ;0hs 0min 0s;1;Ocupado;2723;0hs 2min 48s;0;Ocupado;2713;0hs 14min 51s;Ocupado;2712;0hs 12min 3s;9
Fin atencion Balanza;2723;25;11hs 36min 9s;0hs 0min 0s;Ocupado;2724;0hs 0min 36s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2713;0hs 12min 3s;Ocupado;2712;0hs 9min 15s;10
Fin atencion Recepcion;2724;25;11hs 36min 46s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2713;0hs 11min 26s;Ocupado;2712;0hs 8min 38s;10
Llega camion;2725;25;11hs 40min 28s;0hs 7min 30s;Libre; - ;0hs 0min 0s;1;Ocupado;2724;0hs 2min 57s;0;Ocupado;2713;0hs 7min 44s;Ocupado;2712;0hs 4min 56s;10
Fin atencion Balanza;2724;25;11hs 43min 25s;0hs 0min 0s;Ocupado;2725;0hs 0min 46s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2713;0hs 4min 47s;Ocupado;2712;0hs 1min 59s;11
Fin atencion Recepcion;2725;25;11hs 44min 12s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2713;0hs 4min 0s;Ocupado;2712;0hs 1min 12s;12
Llega camion;2726;25;11hs 47min 59s;0hs 7min 16s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2713;0hs 0min 13s;Ocupado;2714;0hs 12min 50s;11
Fin atencion Recepcion;2726;25;11hs 51min 26s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2715;0hs 16min 41s;Ocupado;2714;0hs 9min 23s;10
Llega camion;2727;25;11hs 55min 16s;0hs 7min 24s;Libre; - ;0hs 0min 0s;1;Ocupado;2726;0hs 2min 43s;0;Ocupado;2715;0hs 12min 51s;Ocupado;2714;0hs 5min 33s;10
Fin atencion Balanza;2726;25;11hs 57min 59s;0hs 0min 0s;Ocupado;2727;0hs 3min 38s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2715;0hs 10min 8s;Ocupado;2714;0hs 2min 50s;11
Fin atencion Recepcion;2727;25;12hs 1min 38s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2715;0hs 6min 29s;Ocupado;2716;0hs 14min 32s;11
Llega camion;2728;25;12hs 2min 41s;0hs 7min 42s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2715;0hs 5min 26s;Ocupado;2716;0hs 13min 29s;11
Fin atencion Recepcion;2728;25;12hs 8min 27s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2717;0hs 18min 57s;Ocupado;2716;0hs 7min 43s;11
Llega camion;2729;25;12hs 10min 24s;0hs 7min 37s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2717;0hs 17min 0s;Ocupado;2716;0hs 5min 46s;11
Fin atencion Recepcion;2729;25;12hs 15min 33s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2717;0hs 11min 51s;Ocupado;2716;0hs 0min 37s;11
Llega camion;2730;25;12hs 18min 2s;0hs 7min 2s;Libre; - ;0hs 0min 0s;1;Ocupado;2729;0hs 4min 21s;0;Ocupado;2717;0hs 9min 22s;Ocupado;2718;0hs 13min 40s;10
Fin atencion Recepcion;2730;25;12hs 21min 11s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;2729;0hs 1min 12s;1;Ocupado;2717;0hs 6min 13s;Ocupado;2718;0hs 10min 31s;10
Fin atencion Balanza;2729;25;12hs 22min 23s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Ocupado;2730;..hs ..min ..s;0;Ocupado;2717;0hs 5min 1s;Ocupado;2718;0hs 9min 19s;11
Llega camion;2731;25;12hs 25min 5s;0hs 7min 47s;Libre; - ;0hs 0min 0s;1;Ocupado;2730;0hs 3min 53s;0;Ocupado;2717;0hs 2min 19s;Ocupado;2718;0hs 6min 37s;11
Fin atencion Recepcion;2731;25;12hs 28min 35s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Ocupado;2730;0hs 0min 23s;0;Ocupado;2719;0hs 15min 16s;Ocupado;2718;0hs 3min 7s;11
Fin atencion Balanza;2730;25;12hs 28min 58s;0hs 0min 0s;Libre; - ;0hs 0min 0s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2719;0hs 14min 53s;Ocupado;2718;0hs 2min 44s;12
Llega camion;2732;25;12hs 32min 53s;0hs 7min 36s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2719;0hs 10min 58s;Ocupado;2720;0hs 14min 23s;11
Fin atencion Recepcion;2732;25;12hs 36min 58s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2719;0hs 6min 53s;Ocupado;2720;0hs 10min 18s;11
Llega camion;2733;25;12hs 40min 30s;0hs 7min 34s;Libre; - ;0hs 0min 0s;1;Ocupado;2732;0hs 2min 11s;0;Ocupado;2719;0hs 3min 21s;Ocupado;2720;0hs 6min 46s;11
Fin atencion Balanza;2732;25;12hs 42min 41s;0hs 0min 0s;Ocupado;2733;0hs 4min 43s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2719;0hs 1min 10s;Ocupado;2720;0hs 4min 35s;12
Fin atencion Recepcion;2733;25;12hs 47min 25s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2721;0hs 21min 31s;Ocupado;2722;0hs 16min 56s;10
Llega camion;2734;25;12hs 48min 5s;0hs 7min 26s;Libre; - ;0hs 0min 0s;1;Ocupado;2733;0hs 4min 55s;0;Ocupado;2721;0hs 20min 51s;Ocupado;2722;0hs 16min 16s;10
Fin atencion Balanza;2733;25;12hs 53min 0s;0hs 0min 0s;Ocupado;2734;0hs 0min 19s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2721;0hs 15min 56s;Ocupado;2722;0hs 11min 21s;11
Fin atencion Recepcion;2734;25;12hs 53min 20s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2721;0hs 15min 36s;Ocupado;2722;0hs 11min 1s;11
Llega camion;2735;25;12hs 55min 32s;0hs 7min 3s;Libre; - ;0hs 0min 0s;1;Ocupado;2734;0hs 3min 56s;0;Ocupado;2721;0hs 13min 24s;Ocupado;2722;0hs 8min 49s;11
Fin atencion Balanza;2734;25;12hs 59min 28s;0hs 0min 0s;Ocupado;2735;0hs 0min 2s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2721;0hs 9min 28s;Ocupado;2722;0hs 4min 53s;12
Fin atencion Recepcion;2735;25;12hs 59min 31s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2721;0hs 9min 25s;Ocupado;2722;0hs 4min 50s;12
Llega camion;2736;25;13hs 2min 36s;0hs 7min 18s;Libre; - ;0hs 0min 0s;1;Ocupado;2735;0hs 3min 2s;0;Ocupado;2721;0hs 6min 20s;Ocupado;2722;0hs 1min 45s;12
Fin atencion Balanza;2735;25;13hs 5min 38s;0hs 0min 0s;Ocupado;2736;0hs 1min 1s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2721;0hs 3min 18s;Ocupado;2723;0hs 15min 42s;12
Fin atencion Recepcion;2736;25;13hs 6min 40s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2721;0hs 2min 16s;Ocupado;2723;0hs 14min 40s;12
Llega camion;2737;25;13hs 9min 55s;0hs 7min 54s;Libre; - ;0hs 0min 0s;1;Ocupado;2736;0hs 2min 50s;0;Ocupado;2724;0hs 18min 14s;Ocupado;2723;0hs 11min 25s;11
Fin atencion Balanza;2736;25;13hs 12min 45s;0hs 0min 0s;Ocupado;2737;0hs 1min 13s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2724;0hs 15min 24s;Ocupado;2723;0hs 8min 35s;12
Fin atencion Recepcion;2737;25;13hs 13min 59s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;0;Ocupado;2724;0hs 14min 10s;Ocupado;2723;0hs 7min 21s;13
Llega camion;2738;25;13hs 17min 50s;0hs 7min 35s;Libre; - ;0hs 0min 0s;1;Libre; - ;0hs 0min 0s;0;Ocupado;2724;0hs 10min 19s;Ocupado;2723;0hs 3min 30s;13
Fin atencion Recepcion;2738;25;13hs 21min 49s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2724;0hs 6min 20s;Ocupado;2725;0hs 18min 15s;12
Llega camion;2739;25;13hs 25min 26s;0hs 7min 59s;Libre; - ;0hs 0min 0s;1;Ocupado;2738;0hs 2min 20s;0;Ocupado;2724;0hs 2min 43s;Ocupado;2725;0hs 14min 38s;12
Fin atencion Balanza;2738;25;13hs 27min 46s;0hs 0min 0s;Ocupado;2739;0hs 4min 28s;0;Libre; - ;..hs ..min ..s;0;Ocupado;2724;0hs 0min 23s;Ocupado;2725;0hs 12min 18s;13
Fin atencion Recepcion;2739;25;13hs 32min 15s;0hs 0min 0s;Libre; - ;..hs ..min ..s;0;Libre; - ;0hs 0min 0s;1;Ocupado;2726;0hs 12min 43s;Ocupado;2725;0hs 7min 49s;12
